time_s,fsr_raw,fsr_raw_avg,kg_measured,kg_filtered,kg_reference,brazo_deg
45.988,0,0,0.2000,0.2000,0.5000,90
46.028,0,0,0.2000,0.2000,0.5000,90
46.069,0,0,0.2000,0.2000,0.5000,90
46.110,0,0,0.2000,0.2000,0.5000,90
46.150,0,0,0.2000,0.2000,0.5000,90
46.191,0,0,0.2000,0.2000,0.5000,90
46.231,0,0,0.2000,0.2000,0.5000,90
46.272,0,0,0.2000,0.2000,0.5000,90
46.312,0,0,0.2000,0.2000,0.5000,90
46.353,0,0,0.2000,0.2000,0.5000,90
46.393,0,0,0.2000,0.2000,0.5000,90
46.433,0,0,0.2000,0.2000,0.5000,90
46.473,0,0,0.2000,0.2000,0.5000,90
46.514,0,0,0.2000,0.2000,0.5000,90
46.554,0,0,0.2000,0.2000,0.5000,90
46.595,0,0,0.2000,0.2000,0.5000,90
46.636,0,0,0.2000,0.2000,0.5000,90
46.676,0,0,0.2000,0.2000,0.5000,90
46.717,0,0,0.2000,0.2000,0.5000,90
46.757,0,0,0.2000,0.2000,0.5000,90
46.798,0,0,0.2000,0.2000,0.5000,90
46.838,0,0,0.2000,0.2000,0.5000,90
46.879,0,0,0.2000,0.2000,0.5000,90
46.919,0,0,0.2000,0.2000,0.5000,90
46.960,0,0,0.2000,0.2000,0.5000,90
47.000,0,0,0.2000,0.2000,0.5000,90
47.041,0,0,0.2000,0.2000,0.5000,90
47.082,0,0,0.2000,0.2000,0.5000,90
47.122,0,0,0.2000,0.2000,0.5000,90
47.163,0,0,0.2000,0.2000,0.5000,90
47.203,0,0,0.2000,0.2000,0.5000,90
47.243,0,0,0.2000,0.2000,0.5000,90
47.283,0,0,0.2000,0.2000,0.5000,90
47.324,0,0,0.2000,0.2000,0.5000,90
47.364,0,0,0.2000,0.2000,0.5000,90
47.405,0,0,0.2000,0.2000,0.5000,90
47.445,0,0,0.2000,0.2000,0.5000,90
47.486,0,0,0.2000,0.2000,0.5000,90
47.527,0,0,0.2000,0.2000,0.5000,90
47.567,0,0,0.2000,0.2000,0.5000,90
47.608,0,0,0.2000,0.2000,0.5000,90
47.648,0,0,0.2000,0.2000,0.5000,90
47.689,0,0,0.2000,0.2000,0.5000,90
47.729,0,0,0.2000,0.2000,0.5000,90
47.770,0,0,0.2000,0.2000,0.5000,90
47.810,0,0,0.2000,0.2000,0.5000,90
47.851,0,0,0.2000,0.2000,0.5000,90
47.891,0,0,0.2000,0.2000,0.5000,90
47.932,0,0,0.2000,0.2000,0.5000,90
47.973,0,0,0.2000,0.2000,0.5000,90
48.016,0,0,0.2000,0.2000,0.5000,90
48.057,0,0,0.2000,0.2000,0.5000,90
48.100,0,0,0.2000,0.2000,0.5000,90
48.140,0,0,0.2000,0.2000,0.5000,90
48.180,0,0,0.2000,0.2000,0.5000,90
48.221,0,0,0.2000,0.2000,0.5000,90
48.261,0,0,0.2000,0.2000,0.5000,90
48.302,0,0,0.2000,0.2000,0.5000,90
48.343,0,0,0.2000,0.2000,0.5000,90
48.383,0,0,0.2000,0.2000,0.5000,90
48.424,0,0,0.2000,0.2000,0.5000,90
48.464,0,0,0.2000,0.2000,0.5000,90
48.505,0,0,0.2000,0.2000,0.5000,90
48.545,0,0,0.2000,0.2000,0.5000,90
48.586,0,0,0.2000,0.2000,0.5000,90
48.626,0,0,0.2000,0.2000,0.5000,90
48.667,0,0,0.2000,0.2000,0.5000,90
48.707,0,0,0.2000,0.2000,0.5000,90
48.748,0,0,0.2000,0.2000,0.5000,90
48.789,0,0,0.2000,0.2000,0.5000,90
48.829,0,0,0.2000,0.2000,0.5000,90
48.870,0,0,0.2000,0.2000,0.5000,90
48.910,0,0,0.2000,0.2000,0.5000,90
48.950,0,0,0.2000,0.2000,0.5000,90
48.990,0,0,0.2000,0.2000,0.5000,90
49.031,0,0,0.2000,0.2000,0.5000,90
49.071,0,0,0.2000,0.2000,0.5000,90
49.112,0,0,0.2000,0.2000,0.5000,90
49.152,0,0,0.2000,0.2000,0.5000,90
49.193,0,0,0.2000,0.2000,0.5000,90
49.233,0,0,0.2000,0.2000,0.5000,90
49.274,0,0,0.2000,0.2000,0.5000,90
49.315,0,0,0.2000,0.2000,0.5000,90
49.355,0,0,0.2000,0.2000,0.5000,90
49.396,0,0,0.2000,0.2000,0.5000,90
49.436,0,0,0.2000,0.2000,0.5000,90
49.477,0,0,0.2000,0.2000,0.5000,90
49.517,0,0,0.2000,0.2000,0.5000,90
49.558,0,0,0.2000,0.2000,0.5000,90
49.598,0,0,0.2000,0.2000,0.5000,90
49.639,0,0,0.2000,0.2000,0.5000,90
49.679,0,0,0.2000,0.2000,0.5000,90
49.720,0,0,0.2000,0.2000,0.5000,90
49.760,0,0,0.2000,0.2000,0.5000,90
49.800,0,0,0.2000,0.2000,0.5000,90
49.841,0,0,0.2000,0.2000,0.5000,90
49.881,0,0,0.2000,0.2000,0.5000,90
49.922,0,0,0.2000,0.2000,0.5000,90
49.962,0,0,0.2000,0.2000,0.5000,90
50.003,0,0,0.2000,0.2000,0.5000,90
50.043,0,0,0.2000,0.2000,0.5000,90
50.084,0,0,0.2000,0.2000,0.5000,90
50.124,0,0,0.2000,0.2000,0.5000,90
50.165,0,0,0.2000,0.2000,0.5000,90
50.205,0,0,0.2000,0.2000,0.5000,90
50.246,0,0,0.2000,0.2000,0.5000,90
50.287,0,0,0.2000,0.2000,0.5000,90
50.327,0,0,0.2000,0.2000,0.5000,90
50.368,0,0,0.2000,0.2000,0.5000,90
50.408,0,0,0.2000,0.2000,0.5000,90
50.449,0,0,0.2000,0.2000,0.5000,90
50.489,0,0,0.2000,0.2000,0.5000,90
50.529,0,0,0.2000,0.2000,0.5000,90
50.569,0,0,0.2000,0.2000,0.5000,90
50.610,0,0,0.2000,0.2000,0.5000,90
50.650,0,0,0.2000,0.2000,0.5000,90
50.691,0,0,0.2000,0.2000,0.5000,90
50.732,0,0,0.2000,0.2000,0.5000,90
50.772,0,0,0.2000,0.2000,0.5000,90
50.813,0,0,0.2000,0.2000,0.5000,90
50.853,0,0,0.2000,0.2000,0.5000,90
50.894,0,0,0.2000,0.2000,0.5000,90
50.934,0,0,0.2000,0.2000,0.5000,90
50.975,0,0,0.2000,0.2000,0.5000,90
51.015,0,0,0.2000,0.2000,0.5000,90
51.056,0,0,0.2000,0.2000,0.5000,90
51.096,0,0,0.2000,0.2000,0.5000,90
51.137,0,0,0.2000,0.2000,0.5000,90
51.177,0,0,0.2000,0.2000,0.5000,90
51.218,0,0,0.2000,0.2000,0.5000,90
51.259,0,0,0.2000,0.2000,0.5000,90
51.299,0,0,0.2000,0.2000,0.5000,90
51.339,0,0,0.2000,0.2000,0.5000,90
51.379,0,0,0.2000,0.2000,0.5000,90
51.420,0,0,0.2000,0.2000,0.5000,90
51.460,0,0,0.2000,0.2000,0.5000,90
51.501,0,0,0.2000,0.2000,0.5000,90
51.541,0,0,0.2000,0.2000,0.5000,90
51.582,0,0,0.2000,0.2000,0.5000,90
51.622,0,0,0.2000,0.2000,0.5000,90
51.663,0,0,0.2000,0.2000,0.5000,90
51.704,0,0,0.2000,0.2000,0.5000,90
51.744,0,0,0.2000,0.2000,0.5000,90
51.785,0,0,0.2000,0.2000,0.5000,90
51.825,0,0,0.2000,0.2000,0.5000,90
51.866,0,0,0.2000,0.2000,0.5000,90
51.906,0,0,0.2000,0.2000,0.5000,90
51.947,0,0,0.2000,0.2000,0.5000,90
51.987,0,0,0.2000,0.2000,0.5000,90
52.028,0,0,0.2000,0.2000,0.5000,90
52.068,0,0,0.2000,0.2000,0.5000,90
52.108,0,0,0.2000,0.2000,0.5000,90
52.148,0,0,0.2000,0.2000,0.5000,90
52.189,0,0,0.2000,0.2000,0.5000,90
52.230,0,0,0.2000,0.2000,0.5000,90
52.270,0,0,0.2000,0.2000,0.5000,90
52.311,0,0,0.2000,0.2000,0.5000,90
52.351,0,0,0.2000,0.2000,0.5000,90
52.392,0,0,0.2000,0.2000,0.5000,90
52.432,0,0,0.2000,0.2000,0.5000,90
52.473,0,0,0.2000,0.2000,0.5000,90
52.513,0,0,0.2000,0.2000,0.5000,90
52.554,0,0,0.2000,0.2000,0.5000,90
52.594,0,0,0.2000,0.2000,0.5000,90
52.635,0,0,0.2000,0.2000,0.5000,90
52.676,0,0,0.2000,0.2000,0.5000,90
52.716,0,0,0.2000,0.2000,0.5000,90
52.757,0,0,0.2000,0.2000,0.5000,90
52.797,0,0,0.2000,0.2000,0.5000,90
52.838,0,0,0.2000,0.2000,0.5000,90
52.878,0,0,0.2000,0.2000,0.5000,90
52.918,0,0,0.2000,0.2000,0.5000,90
52.958,0,0,0.2000,0.2000,0.5000,90
52.999,0,0,0.2000,0.2000,0.5000,90
53.039,0,0,0.2000,0.2000,0.5000,90
53.080,0,0,0.2000,0.2000,0.5000,90
53.120,0,0,0.2000,0.2000,0.5000,90
53.161,0,0,0.2000,0.2000,0.5000,90
53.202,0,0,0.2000,0.2000,0.5000,90
53.242,0,0,0.2000,0.2000,0.5000,90
53.283,0,0,0.2000,0.2000,0.5000,90
53.323,0,0,0.2000,0.2000,0.5000,90
53.364,0,0,0.2000,0.2000,0.5000,90
53.404,0,0,0.2000,0.2000,0.5000,90
53.445,0,0,0.2000,0.2000,0.5000,90
53.485,0,0,0.2000,0.2000,0.5000,90
53.526,0,0,0.2000,0.2000,0.5000,90
53.566,0,0,0.2000,0.2000,0.5000,90
53.607,0,0,0.2000,0.2000,0.5000,90
53.648,0,0,0.2000,0.2000,0.5000,90
53.688,0,0,0.2000,0.2000,0.5000,90
53.728,0,0,0.2000,0.2000,0.5000,90
53.768,0,0,0.2000,0.2000,0.5000,90
53.809,0,0,0.2000,0.2000,0.5000,90
53.849,0,0,0.2000,0.2000,0.5000,90
53.890,0,0,0.2000,0.2000,0.5000,90
53.930,0,0,0.2000,0.2000,0.5000,90
53.971,0,0,0.2000,0.2000,0.5000,90
54.011,0,0,0.2000,0.2000,0.5000,90
54.052,0,0,0.2000,0.2000,0.5000,90
54.092,0,0,0.2000,0.2000,0.5000,90
54.133,0,0,0.2000,0.2000,0.5000,90
54.174,0,0,0.2000,0.2000,0.5000,90
54.214,0,0,0.2000,0.2000,0.5000,90
54.255,0,0,0.2000,0.2000,0.5000,90
54.295,0,0,0.2000,0.2000,0.5000,90
54.336,0,0,0.2000,0.2000,0.5000,90
54.376,0,0,0.2000,0.2000,0.5000,90
54.417,0,0,0.2000,0.2000,0.5000,90
54.457,0,0,0.2000,0.2000,0.5000,90
54.497,0,0,0.2000,0.2000,0.5000,90
54.537,0,0,0.2000,0.2000,0.5000,90
54.578,0,0,0.2000,0.2000,0.5000,90
54.619,0,0,0.2000,0.2000,0.5000,90
54.659,0,0,0.2000,0.2000,0.5000,90
54.700,0,0,0.2000,0.2000,0.5000,90
54.740,0,0,0.2000,0.2000,0.5000,90
54.781,0,0,0.2000,0.2000,0.5000,90
54.821,0,0,0.2000,0.2000,0.5000,90
54.862,0,0,0.2000,0.2000,0.5000,90
54.902,0,0,0.2000,0.2000,0.5000,90
54.943,0,0,0.2000,0.2000,0.5000,90
54.983,0,0,0.2000,0.2000,0.5000,90
55.024,0,0,0.2000,0.2000,0.5000,90
55.065,0,0,0.2000,0.2000,0.5000,90
55.105,0,0,0.2000,0.2000,0.5000,90
55.146,0,0,0.2000,0.2000,0.5000,90
55.186,0,0,0.2000,0.2000,0.5000,90
55.227,0,0,0.2000,0.2000,0.5000,90
55.267,0,0,0.2000,0.2000,0.5000,90
55.307,0,0,0.2000,0.2000,0.5000,90
55.347,0,0,0.2000,0.2000,0.5000,90
55.388,0,0,0.2000,0.2000,0.5000,90
55.428,0,0,0.2000,0.2000,0.5000,90
55.469,0,0,0.2000,0.2000,0.5000,90
55.509,0,0,0.2000,0.2000,0.5000,90
55.550,0,0,0.2000,0.2000,0.5000,90
55.591,0,0,0.2000,0.2000,0.5000,90
55.631,0,0,0.2000,0.2000,0.5000,90
55.672,0,0,0.2000,0.2000,0.5000,90
55.712,0,0,0.2000,0.2000,0.5000,90
55.753,0,0,0.2000,0.2000,0.5000,90
55.793,0,0,0.2000,0.2000,0.5000,90
55.834,0,0,0.2000,0.2000,0.5000,90
55.874,0,0,0.2000,0.2000,0.5000,90
55.915,0,0,0.2000,0.2000,0.5000,90
55.955,0,0,0.2000,0.2000,0.5000,90
55.996,0,0,0.2000,0.2000,0.5000,90
56.037,0,0,0.2000,0.2000,0.5000,90
56.080,0,0,0.2000,0.2000,0.5000,90
56.121,0,0,0.2000,0.2000,0.5000,90
56.164,0,0,0.2000,0.2000,0.5000,90
56.204,0,0,0.2000,0.2000,0.5000,90
56.244,0,0,0.2000,0.2000,0.5000,90
56.285,0,0,0.2000,0.2000,0.5000,90
56.325,0,0,0.2000,0.2000,0.5000,90
56.366,0,0,0.2000,0.2000,0.5000,90
56.407,0,0,0.2000,0.2000,0.5000,90
56.447,0,0,0.2000,0.2000,0.5000,90
56.488,0,0,0.2000,0.2000,0.5000,90
56.528,0,0,0.2000,0.2000,0.5000,90
56.569,0,0,0.2000,0.2000,0.5000,90
56.609,0,0,0.2000,0.2000,0.5000,90
56.650,0,0,0.2000,0.2000,0.5000,90
56.690,0,0,0.2000,0.2000,0.5000,90
56.731,0,0,0.2000,0.2000,0.5000,90
56.771,0,0,0.2000,0.2000,0.5000,90
56.812,0,0,0.2000,0.2000,0.5000,90
56.853,0,0,0.2000,0.2000,0.5000,90
56.893,0,0,0.2000,0.2000,0.5000,90
56.934,0,0,0.2000,0.2000,0.5000,90
56.974,0,0,0.2000,0.2000,0.5000,90
57.014,0,0,0.2000,0.2000,0.5000,90
57.054,0,0,0.2000,0.2000,0.5000,90
57.095,0,0,0.2000,0.2000,0.5000,90
57.135,0,0,0.2000,0.2000,0.5000,90
57.176,0,0,0.2000,0.2000,0.5000,90
57.216,0,0,0.2000,0.2000,0.5000,90
57.257,0,0,0.2000,0.2000,0.5000,90
57.298,0,0,0.2000,0.2000,0.5000,90
57.338,0,0,0.2000,0.2000,0.5000,90
57.379,0,0,0.2000,0.2000,0.5000,90
57.419,0,0,0.2000,0.2000,0.5000,90
57.460,0,0,0.2000,0.2000,0.5000,90
57.500,0,0,0.2000,0.2000,0.5000,90
57.541,0,0,0.2000,0.2000,0.5000,90
57.581,0,0,0.2000,0.2000,0.5000,90
57.622,0,0,0.2000,0.2000,0.5000,90
57.662,0,0,0.2000,0.2000,0.5000,90
57.703,0,0,0.2000,0.2000,0.5000,90
57.744,0,0,0.2000,0.2000,0.5000,90
57.784,0,0,0.2000,0.2000,0.5000,90
57.824,0,0,0.2000,0.2000,0.5000,90
57.864,0,0,0.2000,0.2000,0.5000,90
57.905,0,0,0.2000,0.2000,0.5000,90
57.945,0,0,0.2000,0.2000,0.5000,90
57.986,0,0,0.2000,0.2000,0.5000,90
58.026,0,0,0.2000,0.2000,0.5000,90
58.067,0,0,0.2000,0.2000,0.5000,90
58.107,0,0,0.2000,0.2000,0.5000,90
58.148,0,0,0.2000,0.2000,0.5000,90
58.188,0,0,0.2000,0.2000,0.5000,90
58.229,0,0,0.2000,0.2000,0.5000,90
58.270,0,0,0.2000,0.2000,0.5000,90
58.310,0,0,0.2000,0.2000,0.5000,90
58.351,0,0,0.2000,0.2000,0.5000,90
58.391,0,0,0.2000,0.2000,0.5000,90
58.432,0,0,0.2000,0.2000,0.5000,90
58.472,0,0,0.2000,0.2000,0.5000,90
58.513,0,0,0.2000,0.2000,0.5000,90
58.553,0,0,0.2000,0.2000,0.5000,90
58.593,0,0,0.2000,0.2000,0.5000,90
58.633,0,0,0.2000,0.2000,0.5000,90
58.674,0,0,0.2000,0.2000,0.5000,90
58.715,0,0,0.2000,0.2000,0.5000,90
58.755,0,0,0.2000,0.2000,0.5000,90
58.796,0,0,0.2000,0.2000,0.5000,90
58.836,0,0,0.2000,0.2000,0.5000,90
58.877,0,0,0.2000,0.2000,0.5000,90
58.917,0,0,0.2000,0.2000,0.5000,90
58.958,0,0,0.2000,0.2000,0.5000,90
58.998,0,0,0.2000,0.2000,0.5000,90
59.039,0,0,0.2000,0.2000,0.5000,90
59.079,0,0,0.2000,0.2000,0.5000,90
59.120,0,0,0.2000,0.2000,0.5000,90
59.161,0,0,0.2000,0.2000,0.5000,90
59.201,0,0,0.2000,0.2000,0.5000,90
59.242,0,0,0.2000,0.2000,0.5000,90
59.282,0,0,0.2000,0.2000,0.5000,90
59.323,0,0,0.2000,0.2000,0.5000,90
59.363,0,0,0.2000,0.2000,0.5000,90
59.403,0,0,0.2000,0.2000,0.5000,90
59.443,0,0,0.2000,0.2000,0.5000,90
59.484,0,0,0.2000,0.2000,0.5000,90
59.524,0,0,0.2000,0.2000,0.5000,90
59.565,0,0,0.2000,0.2000,0.5000,90
59.606,0,0,0.2000,0.2000,0.5000,90
59.646,0,0,0.2000,0.2000,0.5000,90
59.687,0,0,0.2000,0.2000,0.5000,90
59.727,0,0,0.2000,0.2000,0.5000,90
59.768,0,0,0.2000,0.2000,0.5000,90
59.808,0,0,0.2000,0.2000,0.5000,90
59.849,0,0,0.2000,0.2000,0.5000,90
59.889,0,0,0.2000,0.2000,0.5000,90
59.930,0,0,0.2000,0.2000,0.5000,90
59.970,0,0,0.2000,0.2000,0.5000,90
60.011,0,0,0.2000,0.2000,0.5000,90
60.052,0,0,0.2000,0.2000,0.5000,90
60.092,0,0,0.2000,0.2000,0.5000,90
60.133,0,0,0.2000,0.2000,0.5000,90
60.176,0,0,0.2000,0.2000,0.5000,90
60.217,0,0,0.2000,0.2000,0.5000,90
60.260,0,0,0.2000,0.2000,0.5000,90
60.300,0,0,0.2000,0.2000,0.5000,90
60.341,0,0,0.2000,0.2000,0.5000,90
60.381,0,0,0.2000,0.2000,0.5000,90
60.422,0,0,0.2000,0.2000,0.5000,90
60.462,0,0,0.2000,0.2000,0.5000,90
60.503,0,0,0.2000,0.2000,0.5000,90
60.543,0,0,0.2000,0.2000,0.5000,90
60.584,0,0,0.2000,0.2000,0.5000,90
60.624,0,0,0.2000,0.2000,0.5000,90
60.665,0,0,0.2000,0.2000,0.5000,90
60.705,0,0,0.2000,0.2000,0.5000,90
60.746,0,0,0.2000,0.2000,0.5000,90
60.787,0,0,0.2000,0.2000,0.5000,90
60.827,0,0,0.2000,0.2000,0.5000,90
60.868,0,0,0.2000,0.2000,0.5000,90
60.908,0,0,0.2000,0.2000,0.5000,90
60.949,0,0,0.2000,0.2000,0.5000,90
60.989,0,0,0.2000,0.2000,0.5000,90
61.030,0,0,0.2000,0.2000,0.5000,90
61.070,0,0,0.2000,0.2000,0.5000,90
61.110,0,0,0.2000,0.2000,0.5000,90
61.150,0,0,0.2000,0.2000,0.5000,90
61.191,0,0,0.2000,0.2000,0.5000,90
61.232,0,0,0.2000,0.2000,0.5000,90
61.272,0,0,0.2000,0.2000,0.5000,90
61.313,0,0,0.2000,0.2000,0.5000,90
61.353,0,0,0.2000,0.2000,0.5000,90
61.394,0,0,0.2000,0.2000,0.5000,90
61.434,0,0,0.2000,0.2000,0.5000,90
61.475,0,0,0.2000,0.2000,0.5000,90
61.515,0,0,0.2000,0.2000,0.5000,90
61.556,0,0,0.2000,0.2000,0.5000,90
61.596,0,0,0.2000,0.2000,0.5000,90
61.637,0,0,0.2000,0.2000,0.5000,90
61.677,0,0,0.2000,0.2000,0.5000,90
61.718,0,0,0.2000,0.2000,0.5000,90
61.759,0,0,0.2000,0.2000,0.5000,90
61.799,0,0,0.2000,0.2000,0.5000,90
61.840,0,0,0.2000,0.2000,0.5000,90
61.880,0,0,0.2000,0.2000,0.5000,90
61.920,0,0,0.2000,0.2000,0.5000,90
61.960,0,0,0.2000,0.2000,0.5000,90
62.001,0,0,0.2000,0.2000,0.5000,90
62.041,0,0,0.2000,0.2000,0.5000,90
62.082,0,0,0.2000,0.2000,0.5000,90
62.122,0,0,0.2000,0.2000,0.5000,90
62.163,0,0,0.2000,0.2000,0.5000,90
62.204,0,0,0.2000,0.2000,0.5000,90
62.244,0,0,0.2000,0.2000,0.5000,90
62.285,0,0,0.2000,0.2000,0.5000,90
62.325,0,0,0.2000,0.2000,0.5000,90
62.366,0,0,0.2000,0.2000,0.5000,90
62.406,0,0,0.2000,0.2000,0.5000,90
62.447,0,0,0.2000,0.2000,0.5000,90
62.487,0,0,0.2000,0.2000,0.5000,90
62.528,0,0,0.2000,0.2000,0.5000,90
62.568,0,0,0.2000,0.2000,0.5000,90
62.609,0,0,0.2000,0.2000,0.5000,90
62.650,0,0,0.2000,0.2000,0.5000,90
62.693,0,0,0.2000,0.2000,0.5000,90
62.734,0,0,0.2000,0.2000,0.5000,90
62.777,0,0,0.2000,0.2000,0.5000,90
62.817,0,0,0.2000,0.2000,0.5000,90
62.857,0,0,0.2000,0.2000,0.5000,90
62.898,0,0,0.2000,0.2000,0.5000,90
62.939,0,0,0.2000,0.2000,0.5000,90
62.979,0,0,0.2000,0.2000,0.5000,90
63.020,0,0,0.2000,0.2000,0.5000,90
63.060,0,0,0.2000,0.2000,0.5000,90
63.101,0,0,0.2000,0.2000,0.5000,90
63.141,0,0,0.2000,0.2000,0.5000,90
63.182,0,0,0.2000,0.2000,0.5000,90
63.222,0,0,0.2000,0.2000,0.5000,90
63.263,0,0,0.2000,0.2000,0.5000,90
63.303,0,0,0.2000,0.2000,0.5000,90
63.344,0,0,0.2000,0.2000,0.5000,90
63.385,0,0,0.2000,0.2000,0.5000,90
63.425,0,0,0.2000,0.2000,0.5000,90
63.466,0,0,0.2000,0.2000,0.5000,90
63.506,0,0,0.2000,0.2000,0.5000,90
63.547,0,0,0.2000,0.2000,0.5000,90
63.587,0,0,0.2000,0.2000,0.5000,90
63.627,0,0,0.2000,0.2000,0.5000,90
63.667,0,0,0.2000,0.2000,0.5000,90
63.708,0,0,0.2000,0.2000,0.5000,90
63.748,0,0,0.2000,0.2000,0.5000,90
63.789,0,0,0.2000,0.2000,0.5000,90
63.829,0,0,0.2000,0.2000,0.5000,90
63.870,0,0,0.2000,0.2000,0.5000,90
63.911,0,0,0.2000,0.2000,0.5000,90
63.951,0,0,0.2000,0.2000,0.5000,90
63.992,0,0,0.2000,0.2000,0.5000,90
64.032,0,0,0.2000,0.2000,0.5000,90
64.073,0,0,0.2000,0.2000,0.5000,90
64.113,0,0,0.2000,0.2000,0.5000,90
64.154,0,0,0.2000,0.2000,0.5000,90
64.194,0,0,0.2000,0.2000,0.5000,90
64.235,0,0,0.2000,0.2000,0.5000,90
64.275,0,0,0.2000,0.2000,0.5000,90
64.316,0,0,0.2000,0.2000,0.5000,90
64.357,0,0,0.2000,0.2000,0.5000,90
64.400,0,0,0.2000,0.2000,0.5000,90
64.441,0,0,0.2000,0.2000,0.5000,90
64.484,0,0,0.2000,0.2000,0.5000,90
64.524,0,0,0.2000,0.2000,0.5000,90
64.564,0,0,0.2000,0.2000,0.5000,90
64.605,0,0,0.2000,0.2000,0.5000,90
64.645,0,0,0.2000,0.2000,0.5000,90
64.686,0,0,0.2000,0.2000,0.5000,90
64.727,0,0,0.2000,0.2000,0.5000,90
64.767,0,0,0.2000,0.2000,0.5000,90
64.808,0,0,0.2000,0.2000,0.5000,90
64.848,0,0,0.2000,0.2000,0.5000,90
64.889,0,0,0.2000,0.2000,0.5000,90
64.929,0,0,0.2000,0.2000,0.5000,90
64.970,0,0,0.2000,0.2000,0.5000,90
65.010,0,0,0.2000,0.2000,0.5000,90
65.051,0,0,0.2000,0.2000,0.5000,90
65.091,0,0,0.2000,0.2000,0.5000,90
65.132,0,0,0.2000,0.2000,0.5000,90
65.173,0,0,0.2000,0.2000,0.5000,90
65.213,0,0,0.2000,0.2000,0.5000,90
65.254,0,0,0.2000,0.2000,0.5000,90
65.294,0,0,0.2000,0.2000,0.5000,90
65.334,0,0,0.2000,0.2000,0.5000,90
65.374,0,0,0.2000,0.2000,0.5000,90
65.415,0,0,0.2000,0.2000,0.5000,90
65.455,0,0,0.2000,0.2000,0.5000,90
65.496,0,0,0.2000,0.2000,0.5000,90
65.536,0,0,0.2000,0.2000,0.5000,90
65.577,0,0,0.2000,0.2000,0.5000,90
65.618,0,0,0.2000,0.2000,0.5000,90
65.658,0,0,0.2000,0.2000,0.5000,90
65.699,0,0,0.2000,0.2000,0.5000,90
65.739,0,0,0.2000,0.2000,0.5000,90
65.780,0,0,0.2000,0.2000,0.5000,90
65.820,0,0,0.2000,0.2000,0.5000,90
65.861,0,0,0.2000,0.2000,0.5000,90
65.901,0,0,0.2000,0.2000,0.5000,90
65.942,0,0,0.2000,0.2000,0.5000,90
65.982,0,0,0.2000,0.2000,0.5000,90
66.023,0,0,0.2000,0.2000,0.5000,90
66.063,0,0,0.2000,0.2000,0.5000,90
66.104,0,0,0.2000,0.2000,0.5000,90
66.144,0,0,0.2000,0.2000,0.5000,90
66.184,0,0,0.2000,0.2000,0.5000,90
66.225,0,0,0.2000,0.2000,0.5000,90
66.265,0,0,0.2000,0.2000,0.5000,90
66.306,0,0,0.2000,0.2000,0.5000,90
66.346,0,0,0.2000,0.2000,0.5000,90
66.387,0,0,0.2000,0.2000,0.5000,90
66.427,0,0,0.2000,0.2000,0.5000,90
66.468,0,0,0.2000,0.2000,0.5000,90
66.508,0,0,0.2000,0.2000,0.5000,90
66.549,0,0,0.2000,0.2000,0.5000,90
66.590,0,0,0.2000,0.2000,0.5000,90
66.630,0,0,0.2000,0.2000,0.5000,90
66.671,0,0,0.2000,0.2000,0.5000,90
66.711,0,0,0.2000,0.2000,0.5000,90
66.752,0,0,0.2000,0.2000,0.5000,90
66.792,0,0,0.2000,0.2000,0.5000,90
66.833,0,0,0.2000,0.2000,0.5000,90
66.873,0,0,0.2000,0.2000,0.5000,90
66.913,0,0,0.2000,0.2000,0.5000,90
66.953,0,0,0.2000,0.2000,0.5000,90
66.994,0,0,0.2000,0.2000,0.5000,90
67.034,0,0,0.2000,0.2000,0.5000,90
67.075,0,0,0.2000,0.2000,0.5000,90
67.116,0,0,0.2000,0.2000,0.5000,90
67.156,0,0,0.2000,0.2000,0.5000,90
67.197,0,0,0.2000,0.2000,0.5000,90
67.237,0,0,0.2000,0.2000,0.5000,90
67.278,0,0,0.2000,0.2000,0.5000,90
67.318,0,0,0.2000,0.2000,0.5000,90
67.359,0,0,0.2000,0.2000,0.5000,90
67.399,0,0,0.2000,0.2000,0.5000,90
67.440,0,0,0.2000,0.2000,0.5000,90
67.480,0,0,0.2000,0.2000,0.5000,90
67.521,0,0,0.2000,0.2000,0.5000,90
67.562,0,0,0.2000,0.2000,0.5000,90
67.602,0,0,0.2000,0.2000,0.5000,90
67.643,0,0,0.2000,0.2000,0.5000,90
67.683,0,0,0.2000,0.2000,0.5000,90
67.723,0,0,0.2000,0.2000,0.5000,90
67.763,0,0,0.2000,0.2000,0.5000,90
67.804,0,0,0.2000,0.2000,0.5000,90
67.844,0,0,0.2000,0.2000,0.5000,90
67.885,0,0,0.2000,0.2000,0.5000,90
67.925,0,0,0.2000,0.2000,0.5000,90
67.966,0,0,0.2000,0.2000,0.5000,90
68.006,0,0,0.2000,0.2000,0.5000,90
68.047,0,0,0.2000,0.2000,0.5000,90
68.088,0,0,0.2000,0.2000,0.5000,90
68.128,0,0,0.2000,0.2000,0.5000,90
68.169,0,0,0.2000,0.2000,0.5000,90
68.209,0,0,0.2000,0.2000,0.5000,90
68.250,0,0,0.2000,0.2000,0.5000,90
68.290,0,0,0.2000,0.2000,0.5000,90
68.331,0,0,0.2000,0.2000,0.5000,90
68.371,0,0,0.2000,0.2000,0.5000,90
68.412,0,0,0.2000,0.2000,0.5000,90
68.452,0,0,0.2000,0.2000,0.5000,90
68.492,0,0,0.2000,0.2000,0.5000,90
68.533,0,0,0.2000,0.2000,0.5000,90
68.573,0,0,0.2000,0.2000,0.5000,90
